577,598,577,595,581,595,581,598	and
564,592,596,591,596,600,564,600	OfNA
382,600,382,591,407,591,407,600	now
494,599,494,591,564,592,564,600	vulnerability
362,599,362,591,381,592,380,600	We.
406,600,406,590,448,590,448,600	discuss
473,590,493,589,493,599,473,600	the
448,600,448,588,474,590,474,600	Show
281,592,281,582,294,582,294,592	to
238,593,239,581,279,581,279,594	respect
162,594,162,580,209,580,209,594	gradient
98,591,99,581,158,582,158,593	continuous
316,594,316,579,335,579,335,594	in-
211,591,211,579,236,580,236,592	with
10,594,10,578,97,580,97,596	L/Vn-Lipschiiz
294,579,316,578,317,592,295,593	the
399,566,487,564,487,574,399,576	Explanations
298,570,301,567,304,570,301,573	I
167,575,167,566,228,566,228,575	normalized
152,575,152,565,163,565,163,575	is
39,577,39,564,71,564,71,577	layer
558,576,559,563,598,564,598,577	Vulne
508,577,508,563,556,563,556,577	fAttack
266,576,266,564,291,564,291,576	then
73,577,73,564,88,564,88,577	of
9,577,9,563,38,563,38,577	each
491,577,491,563,506,563,506,577	of
310,577,310,563,333,563,333,577	has
232,578,232,563,261,563,261,578	[481,
112,575,113,562,148,564,148,577	model
360,577,360,562,386,562,386,577	4.2
89,563,110,562,111,577,89,578	fthen
162,560,162,550,175,550,175,560	to
119,560,119,549,159,550,159,561	respect
40,549,87,548,88,561,40,561	gradient
9,560,9,549,37,549,37,560	uous
278,549,315,548,315,559,279,560	matrix
237,560,237,547,277,547,277,560	weight
189,561,190,547,215,548,214,562	and
89,561,89,547,117,547,117,561	with
318,548,331,548,331,561,318,561	of
215,561,215,547,236,547,236,561	the
294,544,294,533,332,533,332,544	contin-
141,532,188,532,188,544,141,545	function
229,544,229,531,291,532,291,544	L-Lipschitz
205,531,228,531,228,544,205,544	has
116,544,116,531,142,532,141,545	loss
96,545,96,531,117,531,117,545	fthe
9,544,9,531,62,531,62,544	Theorem
426,539,427,527,469,528,469,540	training
470,528,509,526,510,539,471,541	phases.
394,540,396,524,425,527,424,543	atearly
