0,56,18,55,18,71,0,71	pc
20,70,21,55,83,56,82,72	outage
277,68,278,52,347,54,346,71	funding
158,53,231,52,231,68,158,68	received
234,52,275,51,275,68,234,69	YU.S.
475,35,475,34,476,34,476,35	I
59,43,59,25,111,27,110,44	anger
419,43,420,23,482,26,481,45	slump,
159,26,230,25,230,39,159,40	network
487,25,536,25,536,40,487,40	share
365,41,365,24,398,24,398,41	not
328,25,362,23,363,40,329,42	has
1,25,54,23,54,41,1,43	public
256,41,256,23,325,23,325,41	Ukraine
233,42,233,23,255,23,255,42	<in
485,2,536,2,536,12,485,13	revers
254,0,294,0,294,16,254,17	says
421,12,421,1,479,1,479,12	Netflix
299,12,299,1,369,1,369,13	Starlink
40,16,40,0,89,0,89,17	steps
202,1,251,0,252,15,202,16	musk
159,13,159,0,198,0,198,13	Elon
0,13,0,0,38,0,38,14	CEO
