416,498,416,494,418,494,418,498	the
384,548,393,446,600,465,598,567	dyna
209,445,354,443,355,533,210,535	the
72,531,73,439,185,440,185,532	of
510,331,600,330,600,391,511,392	or
54,328,313,315,317,398,58,411	poses
342,325,487,314,492,386,348,397	are
546,225,546,222,549,222,549,225	the
290,187,290,184,292,184,292,187	the
287,187,287,184,290,184,290,187	the
0,160,577,156,578,256,0,259	derstandable
29,87,29,83,32,83,32,87	and
505,62,505,59,509,59,509,62	-
7,41,147,39,149,112,8,114	cts
486,35,600,34,600,112,487,113	lon
165,36,480,27,483,130,168,139	regard
