1,437,127,434,128,483,2,486	non
145,434,368,430,369,483,146,487	causes
0,383,0,330,97,331,96,384	ms
240,344,240,342,242,342,242,344	I
310,387,310,312,556,313,555,389	similar,
109,380,119,301,297,323,287,401	fairly
196,261,196,258,199,258,199,261	I
54,220,161,217,163,282,56,285	the
175,273,179,196,600,218,599,295	vulnerability
336,132,488,127,490,180,337,185	case
216,178,218,115,322,118,320,181	the
121,118,194,114,198,178,124,182	in
27,181,27,112,122,112,122,181	10i
501,179,503,110,587,113,585,182	NOF
0,76,3,16,88,21,85,81	ks
101,19,343,11,345,77,103,85	against
351,13,590,12,590,78,351,79	7NAS
