141,348,213,345,214,371,142,374	we
225,343,306,342,307,371,226,373	nro
0,341,113,341,113,372,0,373	ence.
100,306,100,257,314,261,314,309	stealing).
0,308,3,252,84,262,77,318	lity
511,262,511,260,513,260,513,262	a
509,262,509,260,511,260,511,262	I
511,260,511,258,513,258,513,260	I
508,259,510,257,512,259,510,261	I
509,258,510,256,512,257,510,259	I
508,256,510,255,512,256,510,258	I
459,286,461,237,540,240,539,288	Wa
176,230,176,182,308,182,308,230	adver-
461,210,461,162,540,162,540,210	Mi
108,116,163,115,164,159,109,159	Ito
173,111,320,109,321,156,174,157	suffer
0,108,102,106,102,157,0,158	tend
459,136,463,87,526,92,523,140	IT
88,78,90,33,316,46,313,91	manually
0,40,74,37,75,84,1,86	eir
462,63,463,15,542,16,542,64	tem
222,8,222,6,225,6,225,8	the
77,9,77,2,111,3,111,10	and
129,5,314,1,315,15,129,19	personal
0,0,38,0,38,7,1,9	the
