61,524,61,516,75,516,75,524	a
450,479,592,479,592,525,450,526	trials
99,536,100,469,433,474,432,540	Successfult
152,365,152,362,155,362,155,365	I
152,358,152,355,155,355,155,358	I
152,355,152,352,155,352,155,355	-
182,394,182,331,447,332,447,394	success
462,393,462,332,593,333,592,394	rate
7,333,172,326,175,388,9,395	ttack
22,258,22,255,25,255,25,258	I
0,304,0,223,217,224,216,305	inputs
229,293,231,216,560,226,558,303	randomly
293,127,457,127,457,190,293,191	each
486,188,487,128,596,129,595,190	date
100,130,270,122,273,190,103,198	Over
0,97,0,20,215,25,213,103	mplify
422,25,532,25,533,88,423,89	the
238,85,240,20,397,24,395,88	with
