122,153,122,152,123,152,123,153	I
122,153,122,152,123,152,123,153	I
120,153,120,151,121,151,121,153	STRENTING
122,151,122,150,123,150,123,151	the
120,151,120,150,121,150,121,151	mother
122,150,122,149,123,149,123,150	the
120,150,120,149,121,149,121,150	I
121,150,121,149,123,149,123,150	States
120,150,120,148,121,148,121,150	the
122,149,122,147,123,147,123,149	the
122,148,122,147,123,147,123,148	I
121,148,121,147,122,147,122,148	:
49,159,49,133,130,134,130,159	2000s.
590,111,590,110,591,110,591,111	:
440,121,440,95,599,98,598,124	archaeologist
237,119,237,98,300,98,300,119	team
48,120,49,95,146,99,145,123	Allende
153,121,154,96,212,97,211,122	until
304,97,332,96,333,120,305,121	Norm
333,98,437,95,438,119,334,122	fMexican
218,60,262,60,262,82,218,82	site
48,81,48,59,162,60,162,82	centuries,
385,86,385,59,468,60,468,87	largely
173,81,173,59,214,59,214,81	the
268,80,268,58,383,59,383,81	remained
475,58,587,56,588,78,476,81	unknown
461,46,462,21,507,23,506,48	dany
327,44,328,20,379,21,379,46	they
49,19,164,16,165,44,50,47	dynamite
513,42,513,19,600,20,600,43	fortune
174,42,174,19,216,19,216,42	but
386,42,386,18,460,19,460,43	found
221,42,221,18,321,18,321,42	whether
160,4,161,3,162,4,161,5	I
160,4,161,3,162,4,161,5	I
176,5,176,3,178,3,178,5	I
485,1,485,0,489,0,489,1	-
