412,290,557,289,558,316,412,317	black-box
573,317,573,290,600,290,600,317	lot
264,315,264,289,398,290,397,316	Practical
129,317,129,286,233,287,233,317	Swami,
78,287,120,287,120,315,78,315	A
132,279,134,249,266,255,265,285	Papernot,
333,275,334,246,407,249,406,278	McDa
407,251,478,249,478,275,408,277	Daniel,
545,277,545,247,600,247,600,277	Goo
13,283,13,246,61,246,61,283	[9]
78,248,120,247,120,276,78,277	N
162,224,162,222,163,222,163,224	the
160,224,160,222,162,222,162,224	the
159,222,159,221,161,221,161,222	the
145,222,145,221,147,221,147,222	a
165,220,165,218,167,218,167,220	the
158,220,158,218,159,218,159,220	the
148,220,148,218,150,218,150,220	-
152,218,152,217,154,217,154,218	the
159,217,159,215,161,215,161,217	the
152,217,152,215,154,215,154,217	the
169,233,172,204,246,210,244,239	-3876.
80,208,173,208,173,234,81,234	3866-3
79,194,79,172,118,174,117,196	on
545,193,546,171,598,174,597,196	Proc.
314,192,315,167,444,169,444,194	networks,
211,173,300,171,301,191,211,193	neural
128,199,129,166,199,168,198,202	deep
479,195,479,166,512,166,512,195	in
482,132,597,126,598,156,484,162	example
82,153,82,127,261,127,261,154	distributions
269,155,269,123,307,123,307,155	of
315,123,473,121,474,153,315,155	adversarial
351,110,352,109,354,111,353,112	I
550,110,550,108,552,108,552,110	I
353,107,353,104,355,104,355,107	I
99,105,99,103,101,103,101,105	the
550,105,550,103,552,103,552,105	I
93,103,103,103,103,106,93,106	the
156,98,156,96,157,96,157,98	the
315,122,316,85,406,88,405,124	Wang,
464,113,466,82,562,89,560,121	Zhang,
79,94,104,86,109,101,84,109	Y
287,94,287,92,288,92,288,94	the
12,83,60,82,61,121,13,123	[8]
120,115,122,83,165,85,163,117	Li
217,115,219,82,262,85,260,118	Li
370,61,370,59,371,59,371,61	I
142,72,143,48,199,51,197,76	Proc.
463,72,464,45,569,50,568,77	Learn.
121,66,121,50,139,50,138,66	P
361,74,361,43,455,45,454,75	Mach.
209,71,211,43,258,46,256,74	Int.
272,78,273,43,350,44,349,80	Conf
78,73,78,44,112,44,112,73	in
392,23,392,21,394,21,394,23	the
154,8,235,8,236,33,155,34	sense
278,35,280,1,404,6,403,39	fsecurity:
413,8,599,6,599,30,414,32	Circumventin
80,4,148,4,149,31,80,32	false
241,3,276,3,277,31,241,32	coff
