452,288,546,287,546,303,453,305	memories
243,286,300,284,300,307,244,308	place,
102,286,169,285,169,304,102,304	lareira
403,303,403,285,447,286,447,304	best
366,304,366,285,401,285,401,304	the
317,286,363,285,364,304,318,305	lhave
203,304,203,285,241,286,240,305	this
64,285,98,285,98,303,64,304	the
40,305,40,285,62,285,62,305	at
549,304,549,284,598,284,598,304	from
171,305,172,284,202,285,201,306	I"In
304,260,342,258,342,272,305,273	was
137,272,137,256,202,256,202,272	stories.
348,274,348,255,412,257,411,276	always
209,274,209,255,301,256,301,275	Everyone
417,272,417,256,502,256,502,273	welcome
38,255,90,254,90,274,39,276	jokes
566,254,600,253,600,277,567,278	spal
529,274,529,254,566,254,566,274	this
96,255,132,255,132,273,96,273	and
505,255,526,255,527,274,506,274	in
474,242,474,227,511,228,511,242	was
275,242,275,227,328,227,328,242	sense
532,245,532,225,585,225,585,245	great
217,246,217,225,270,225,270,246	great
360,226,435,225,435,240,361,241	humour
41,226,154,224,155,244,41,246	grandfather
441,242,441,223,471,223,471,242	He
159,223,199,222,199,243,159,243	had
332,242,332,223,355,223,355,242	of
553,196,598,195,598,210,553,211	aroun
437,195,479,195,480,210,437,210	men
191,209,191,194,229,196,228,210	was
484,211,485,193,545,194,545,212	sitting
234,211,234,191,299,192,298,213	always
45,209,46,193,98,193,98,209	"Their
390,193,432,192,432,209,390,209	with
304,209,304,191,385,192,385,209	crowded
103,191,186,191,186,210,103,210	fireplace
300,139,357,139,357,158,301,158	home
251,158,251,139,296,139,296,158	their
40,142,124,139,125,155,41,158	convivial
129,141,223,140,223,158,130,159	lambience
225,139,247,139,247,159,225,159	ein
41,113,87,112,87,126,41,127	were
480,126,480,109,557,112,556,129	Barrero,
90,131,91,108,135,110,134,133	very
221,126,221,109,294,109,294,126	Manuel
393,127,393,109,475,109,475,127	Cadenas
298,110,389,108,390,127,298,128	L"Moreno"
138,111,215,108,216,129,139,132	popular.
577,107,599,107,599,127,578,127	fa
220,81,257,80,257,97,220,97	was
493,78,549,77,549,96,493,97	cattle
343,79,386,78,386,95,343,95	with
261,95,261,78,337,79,337,96	humble,
554,97,554,77,593,77,593,97	and
153,97,154,76,216,79,215,99	family
390,101,390,76,435,76,435,101	only
40,80,116,76,117,96,41,101	palloza.
453,78,490,77,490,96,453,96	few
118,78,152,77,152,95,119,96	His
573,66,573,50,598,50,598,66	an
493,49,569,48,569,66,494,68	parents
236,49,327,48,327,64,236,64	memories
416,48,458,47,459,64,417,65	with
40,47,141,46,141,65,40,66	Fernandez
359,65,360,46,412,49,411,68	fliving
143,46,180,45,181,66,144,67	has
461,46,491,45,492,66,461,66	his
333,64,334,45,357,46,357,65	soft
182,45,230,44,230,64,182,65	fond
43,29,43,20,51,20,51,29	A
141,38,141,15,207,15,207,38	legacy
60,36,60,15,137,15,137,36	family's
