558,180,558,179,560,179,560,180	the
575,170,575,168,577,168,577,170	-
575,164,576,163,577,164,576,166	-
582,164,582,163,583,163,583,164	the
581,163,581,161,582,161,582,163	the
579,163,579,161,580,161,580,163	the
574,163,574,161,576,162,575,163	-
382,162,382,161,383,161,383,162	I
574,161,574,160,576,160,575,162	-
382,158,382,157,384,157,384,158	I
380,158,382,155,383,157,381,159	and
82,157,82,155,83,155,83,157	I
82,156,82,153,83,153,83,156	WHITE'S
82,153,82,152,83,152,83,153	I
0,140,97,129,103,184,0,195	ack
364,131,515,131,515,186,365,186	Rate
536,151,595,129,600,169,552,191	(A
111,187,116,127,361,145,357,205	success
