277,600,277,577,333,577,333,600	are
344,577,419,576,420,599,344,600	verv
123,575,262,570,263,600,125,600	samples
514,600,516,568,559,570,557,600	Ito
427,570,511,567,512,600,429,600	hard
559,570,597,567,600,600,562,600	be
5,569,112,566,113,598,6,600	nifold
396,534,396,531,399,531,399,534	I
494,527,594,524,595,551,495,554	perce
251,547,251,518,363,519,363,547	shown
427,517,484,516,484,550,427,550	the
0,514,150,512,151,556,1,558	samples.
179,514,239,513,240,549,180,550	As
379,545,384,514,418,519,413,550	in
0,497,0,469,40,470,39,498	an
399,498,399,469,438,469,438,498	as
234,469,275,468,276,499,235,500	as
58,469,210,459,212,493,60,503	generate
465,495,466,460,599,463,598,498	99.55%
294,458,378,458,378,500,295,501	high
540,411,596,409,598,441,541,443	the
410,442,410,410,524,410,524,442	affects
256,441,258,406,391,411,389,446	directly
55,406,238,400,239,441,56,447	projection
0,442,0,403,48,405,46,444	bld
396,388,396,351,598,352,598,390	effectiveness
318,356,376,352,378,387,320,390	the
83,383,83,357,298,359,298,384	demonstrate
0,390,0,352,63,352,63,390	lels
385,333,385,309,552,311,551,335	successes
203,304,368,300,369,330,204,334	universal
132,336,132,300,189,300,189,336	the
19,301,112,299,112,336,20,338	First
21,284,21,247,167,247,166,284	(MPINO
329,248,422,247,423,278,330,280	show
512,247,599,245,600,280,513,282	effec
436,246,496,245,497,282,437,283	the
178,283,178,244,263,246,262,285	MP)
271,248,315,243,320,281,275,286	to
440,201,495,200,495,229,441,229	we
0,200,51,198,53,227,0,230	ess
190,194,281,192,282,227,190,228	tasks.
513,192,586,192,586,227,513,228	also
125,192,177,190,179,227,126,229	all
332,225,332,189,422,189,422,225	Here
3,171,3,148,91,148,91,171	hown
448,141,517,140,517,173,448,174	that
168,175,168,137,241,137,241,175	Tab.
532,138,596,136,597,171,533,173	BA
107,138,153,136,155,174,109,176	in
338,138,428,135,429,170,339,173	Note
2,86,173,85,174,124,2,124	spectively
2,65,2,37,58,39,57,66	are
458,36,509,35,510,68,459,69	on
520,32,599,31,599,67,520,68	HDI
273,30,341,29,342,64,274,66	and
72,31,147,30,148,71,73,73	500,
168,67,168,28,263,28,263,67	1000
356,65,357,25,448,27,447,67	2000
368,16,369,4,584,7,584,19	Inspectively.
127,15,127,0,202,1,202,15	you
48,12,48,0,117,0,117,12	aira
1,11,1,2,26,2,26,11	Jul
