171,493,270,492,270,503,171,504	environment
29,505,29,492,120,493,120,506	Biodiversity
214,290,214,275,246,275,246,290	our
172,273,210,273,210,290,172,291	with
6,274,69,274,69,288,7,289	wildlife
249,275,334,272,335,288,250,291	ambitious
136,272,169,271,169,289,136,290	line
71,290,71,271,113,271,113,290	laws
113,290,113,272,133,272,133,290	in
290,264,290,250,321,250,321,265	our
215,265,215,247,287,248,286,266	improve
113,249,186,247,186,262,114,264	continue
42,263,42,246,74,246,74,264	and
191,263,191,246,212,246,212,263	to
77,245,110,245,110,264,77,265	dwill
4,245,38,242,39,263,5,266	ACT
89,224,115,223,115,243,90,243	gold
118,224,237,222,237,237,118,238	hand-in-hand
6,242,6,222,86,224,86,243	economy
275,223,317,221,317,237,275,239	have
241,239,241,222,272,222,272,239	We
33,167,34,154,63,155,63,168	our
69,168,69,151,162,152,162,169	obligations
226,151,334,151,334,167,226,168	environment
1,168,1,151,30,151,30,168	ine
188,150,221,148,222,167,189,169	the
337,168,337,150,357,150,357,168	tin
166,168,166,150,188,150,188,168	to
28,129,56,128,56,142,28,142	are
281,141,281,126,342,127,342,142	decline
181,146,182,126,243,127,243,147	halting
246,127,276,126,277,143,247,144	the
60,128,152,126,153,140,60,142	committed
0,143,0,125,25,127,24,144	We
346,144,346,125,368,125,368,144	of
158,143,158,125,178,125,178,143	(to
0,56,51,55,51,73,0,74	ental
283,73,283,56,348,56,348,73	achieve
191,72,191,55,255,56,255,72	needed
55,73,56,53,126,56,125,76	lbuilding
130,56,186,54,187,73,131,74	blocks
257,55,280,54,281,73,258,74	dto
139,47,139,32,243,32,243,47	government
2,35,67,31,69,47,3,51	ggested
248,29,300,28,301,48,248,49	might
105,48,105,29,135,29,135,48	UK
72,29,103,28,103,47,72,48	the
316,21,316,7,341,7,341,21	no
13,5,64,4,65,21,14,22	RSPB
198,21,198,5,241,5,241,21	been
110,21,111,4,157,5,157,22	there
243,22,243,3,291,3,291,22	""next
160,4,194,3,195,21,160,22	had
293,21,293,3,315,3,315,21	to
69,3,107,2,107,20,70,21	,said
