18,190,18,189,20,189,20,190	the
17,189,17,187,19,187,19,189	the
15,189,15,187,16,187,16,189	the
13,189,13,187,15,187,15,189	the
29,185,30,183,32,185,30,186	the
29,183,30,182,32,183,30,185	the
13,183,13,181,15,181,15,183	General
192,215,193,167,342,170,341,218	:Open
11,178,11,176,12,176,12,178	-
2,206,2,164,189,164,189,207	t2022:
339,160,595,158,596,208,339,209	hardware
458,114,504,113,505,127,458,128	OPEN
373,114,455,114,455,128,373,128	DEVINFRA
221,114,366,112,366,127,221,129	INFRASTRUCTURE
175,128,175,113,219,113,219,128	DATA
63,126,63,114,170,114,170,126	ENGINEERING
0,114,59,113,59,126,0,127	CENTER
508,128,508,113,574,113,574,128	SOURCE
389,5,522,4,522,14,389,16	Infrastructure
169,3,251,2,251,18,169,18	Systems
28,3,161,2,161,14,28,14	Infrastructure
301,0,383,0,383,18,301,19	Physical
571,16,572,0,600,0,600,17	Vic
