106,344,106,328,145,329,145,345	your
244,327,294,325,295,342,245,344	IREAD
148,329,239,327,240,343,148,346	suggestions
33,341,34,327,103,329,102,343	welcome
298,339,299,322,367,327,366,345	OMORE
2,326,30,325,30,343,2,343	We
214,305,366,304,366,317,214,318	/audio-podcastifeed
3,296,3,280,53,280,53,296	Here's
86,296,86,280,117,280,117,296	RSS
56,280,84,280,85,296,56,297	the
119,278,162,278,162,296,119,296	feed:
148,273,149,258,172,258,171,274	on
35,260,144,258,145,272,35,274	@HPCpodcast
318,271,318,258,374,258,374,271	twitter.
291,257,315,256,316,273,292,274	don
173,272,174,257,254,259,254,274	insideHPC
257,256,290,254,291,272,258,274	and
3,274,3,256,30,256,30,274	the
93,251,94,237,143,238,143,252	arena:
147,238,181,237,181,251,147,252	new
326,250,326,237,356,237,356,250	can
3,235,89,233,89,251,3,253	computing
185,249,185,235,239,235,239,249	HPC-AI
291,249,291,235,324,235,324,250	You
242,234,287,234,287,251,243,252	chips.
359,250,359,234,390,234,390,250	find
175,226,175,214,217,214,217,227	areas
2,231,2,212,28,212,28,231	up
28,213,60,212,60,228,28,229	one
274,226,274,211,347,212,346,227	advanced
114,226,114,212,170,212,170,226	hottest
241,228,241,210,270,210,270,228	fthe
221,228,221,211,239,211,239,228	soft
82,227,83,210,111,212,110,229	fthe
64,227,64,211,80,211,80,227	of
3,204,3,192,54,192,54,204	recent
171,191,211,190,211,203,171,204	Inews
58,190,102,189,103,205,59,207	spate
283,189,334,188,335,203,283,204	before
125,208,125,188,168,188,168,208	fgoodr
338,205,338,188,388,189,387,206	taking
242,189,280,188,280,204,243,205	Intel
105,204,105,188,124,188,124,204	enour
214,188,241,187,241,204,214,205	forl
224,168,248,167,249,181,224,181	we
156,182,156,166,218,166,218,182	episode
286,180,286,166,331,167,331,181	about
41,167,150,166,150,181,41,182	@HPCpodcast
4,181,4,166,36,166,36,181	first
251,181,251,165,283,165,283,181	talk
334,157,335,145,363,146,362,158	our
55,144,110,143,110,159,55,159	deeper
266,143,310,142,310,159,266,160	topic.
4,143,36,142,36,158,4,159	also
312,158,312,142,332,143,331,158	In
199,143,261,142,261,157,200,159	focused
114,158,114,142,148,142,148,158	dive
149,142,183,141,183,157,149,158	into
289,122,330,121,330,134,289,135	news
61,123,143,122,143,135,61,135	comments
147,136,147,121,171,121,171,136	on
250,135,250,119,285,120,285,136	HPC
4,134,5,120,57,121,57,135	Blacks'
334,119,366,118,366,134,335,135	and
203,134,203,119,247,119,247,134	latest
172,119,200,118,201,135,173,136	the
302,98,343,97,343,112,302,112	Khan
241,98,298,97,298,111,241,111	feature
143,96,207,96,207,113,143,114	podcast
348,112,348,96,378,96,378,112	and
100,96,139,95,140,113,100,114	Each
3,112,4,94,96,98,95,116	intelligence.
209,112,209,95,238,95,238,112	will
4,89,4,75,106,75,106,89	performance
110,73,196,72,196,90,110,91	computing
235,88,235,74,296,75,296,88	artificial
199,90,199,73,232,73,232,90	and
121,66,122,50,208,52,207,68	technology
4,66,4,50,86,52,85,68	examining
213,65,213,51,264,51,264,65	trends
88,49,119,49,119,70,88,71	gleyt
267,66,267,48,322,50,322,68	driving
324,48,361,48,361,69,324,69	ghigh
216,28,306,27,306,42,216,43	informative
4,42,4,28,74,28,74,43	intended
137,44,137,27,178,27,178,45	lively
78,43,78,28,96,28,96,43	to
309,43,309,25,360,26,360,43	forum
181,44,181,26,213,27,212,45	andi
97,43,97,26,120,26,120,43	be
221,7,329,6,329,19,221,20	@HPCpodcast
100,19,100,3,213,4,213,20	editor-in-chief.
4,17,5,4,93,6,93,19	insideHPC's
335,18,335,6,345,6,345,18	is
